"sites","Bloc","Coupe","Exclos","Analogue","Diam_bas","Diam_api","Longueur","Classe"
"DCPSEA1","D","partielle","sans",1,"11,2","7,7","270",3
"DCPSEA1","D","partielle","sans",1,"11,5","7","335",3
"DCPSEA1","D","partielle","sans",1,"27,4","23,1","260",4
"DCPSEA1","D","partielle","sans",1,"11,7","8,5","240",3
"DCPSEA1","D","partielle","sans",1,"9,1","4,4","130",3
"DCPSEA1","D","partielle","sans",1,"13,9","12,9","147",3
"DCPSEA1","D","partielle","sans",1,"23,4","15,7","176",4
"DCPSEA1","D","partielle","sans",1,"13,9","8,1","660",3
"DCPSEA1","D","partielle","sans",1,"16","7","157",2
"DCPSEA1","D","partielle","sans",1,"13,1","8,3","140",3
"DCPSEA1","D","partielle","sans",1,"15,5","15","260",4
"DCPSEA1","D","partielle","sans",1,"20,3","15,4","610",4
"DCPSEA1","D","partielle","sans",1,"15,8","13,9","103",2
"DCPSEA1","D","partielle","sans",1,"13","12,8","186",3
"DCPSEA1","D","partielle","sans",1,"16,6","15","210",3
"DCPSEA1","D","partielle","sans",1,"18,7","16,2","213",4
"DCPSEA1","D","partielle","sans",1,"22,2","11,8","460",3
"DCPSEA1","D","partielle","sans",1,"13,7","11,1","113",2
"DCPSEA1","D","partielle","sans",1,"12,8","11,6","164",3
"DCPSEA1","D","partielle","sans",1,"12,2","7,4","242",4
"DCPSEA1","D","partielle","sans",1,"19,2","11,3","414",2
"DCPSEA1","D","partielle","sans",1,"11,5","5","503",2
"DCPSEA1","D","partielle","sans",1,"11,4","9,2","378",4
"DCPSEA1","D","partielle","sans",1,"9,1","8","130",4
"DCPSEA1","D","partielle","sans",1,"16,3","12,9","475",4
"DCPSEA1","D","partielle","sans",1,"17,6","12,1","410",4
"DCPSEA1","D","partielle","sans",1,"10,4","9,4","144",3
"DCPSEA1","D","partielle","sans",1,"11,4","8,9","583",3
"DCPSEA1","D","partielle","sans",1,"10","11,2","428",3
"DCPSEA1","D","partielle","sans",1,"22","19","115",4
"DCPSEA3","D","partielle","sans",3,"13,6","11,6","136",3
"DCPSEA3","D","partielle","sans",3,"12,1","5,2","536",2
"DCPSEA3","D","partielle","sans",3,"19,9","18,4","270",4
"DCPSEA3","D","partielle","sans",3,"11","10,3","145",4
"DCPSEA3","D","partielle","sans",3,"22,4","20,6","227",4
"DCPSEA3","D","partielle","sans",3,"24,5","19,1","350",4
"DCPSEA3","D","partielle","sans",3,"14,1","10,2","128",3
"DCPSEA3","D","partielle","sans",3,"13,4","6,5","450",4
"DCPSEA3","D","partielle","sans",3,"10,2","7,4","293",3
"DCPSEA3","D","partielle","sans",3,"9","4,7","455",4
"DCPSEA3","D","partielle","sans",3,"11,4","9","420",4
"DCPSEA3","D","partielle","sans",3,"15,1","10,8","123",4
"DCPSEA3","D","partielle","sans",3,"9","3,9","270",2
"DCPSEA3","D","partielle","sans",3,"19,9","15,1","490",4
"DCPSEA3","D","partielle","sans",3,"9,4","6,5","220",3
"DCPSEA3","D","partielle","sans",3,"17,9","15,8","253",4
"DCPSEA3","D","partielle","sans",3,"17,4","10,7","935",4
"DCPSEA3","D","partielle","sans",3,"18,2","13,8","392",3
"DCPSEA3","D","partielle","sans",3,"20,2","20,9","164",4
"DCPSEA3","D","partielle","sans",3,"10,6","9,1","209",3
"DCPSEA3","D","partielle","sans",3,"20,2","20,1","197",4
"DCPSEA3","D","partielle","sans",3,"15,4","14,3","105",3
"DCPSEA3","D","partielle","sans",3,"14,2","13,3","330",4
"DCPSEA3","D","partielle","sans",3,"10,2","8,1","110",3
"DCPSEA3","D","partielle","sans",3,"13,6","13","215",4
"DCPSEA3","D","partielle","sans",3,"9,5","8,3","205",3
"DCPSEA3","D","partielle","sans",3,"11,3","9","210",4
"DCPSEA3","D","partielle","sans",3,"10","6,4","371",2
"DCPSEA3","D","partielle","sans",3,"10,5","9,7","118",2
"DCPSEA2","D","partielle","sans",2,"22,8","19,3","143",4
"DCPSEA2","D","partielle","sans",2,"12,6","9,9","208",4
"DCPSEA2","D","partielle","sans",2,"21,6","8,5","660",3
"DCPSEA2","D","partielle","sans",2,"21,9","16,9","490",4
"DCPSEA2","D","partielle","sans",2,"14,4","10,8","530",2
"DCPSEA2","D","partielle","sans",2,"12","9,5","645",4
"DCPSEA2","D","partielle","sans",2,"11,7","11,1","154",4
"DCPSEA2","D","partielle","sans",2,"13,5","12,1","284",3
"DCPSEA2","D","partielle","sans",2,"17,3","16,7","415",4
"DCPSEA2","D","partielle","sans",2,"12,6","8,9","493",3
"DCPSEA2","D","partielle","sans",2,"18,9","15,3","150",4
"DCPSEA2","D","partielle","sans",2,"9,1","7,6","112",2
"DCPSEA2","D","partielle","sans",2,"12,6","10,7","142",4
"DCPSEA2","D","partielle","sans",2,"22,5","13,7","567",4
"DCPSEA2","D","partielle","sans",2,"9,1","8,6","149",4
"DCPSEA2","D","partielle","sans",2,"13,2","11,1","150",4
"DCPSEA2","D","partielle","sans",2,"13,2","8,2","188",3
"DCPSEA2","D","partielle","sans",2,"14,3","3,6","193",3
"DCPSEA2","D","partielle","sans",2,"20,5","20,4","265",3
"DCPSEA2","D","partielle","sans",2,"30,7","26,7","216",3
"DCPSEA2","D","partielle","sans",2,"10","7,2","265",4
"DCPSEA2","D","partielle","sans",2,"25,1","15,9","184",3
"DCPSEA2","D","partielle","sans",2,"11,6","11,2","140",4
"DCPSEA2","D","partielle","sans",2,"11,2","8,2","228",4
"DCPSEA2","D","partielle","sans",2,"10","7,1","305",4
"DCPSEA2","D","partielle","sans",2,"15,7","10,1","273",3
"DCPSEA2","D","partielle","sans",2,"9,9","8,5","105",4
"DCPSEA2","D","partielle","sans",2,"16,2","16","137",4
"DCPSEA2","D","partielle","sans",2,"19,7","16,8","143",2
"DCPSEA2","D","partielle","sans",2,"18,8","16,4","100",3
"DCPSEA2","D","partielle","sans",2,"34,6","24,2","206",3
"DCPSEA2","D","partielle","sans",2,"10,3","6","247",3
"DCPSEA2","D","partielle","sans",2,"21,9","19,5","390",4
"DCPSEA2","D","partielle","sans",2,"15,1","14,7","123",4
"DCPSEA2","D","partielle","sans",2,"9","7,1","136",4
"DCPSEA2","D","partielle","sans",2,"9,2","7","197",3
"DCPSEA2","D","partielle","sans",2,"16,3","11,3","118",4
"DCPSEA2","D","partielle","sans",2,"15,2","14,1","123",4
"DCPSEA2","D","partielle","sans",2,"10,2","8,6","147",4
"DCPSEA2","D","partielle","sans",2,"14","13,6","100",4
"DCPSEA2","D","partielle","sans",2,"10,4","8,5","129",2
"DCPSEA2","D","partielle","sans",2,"11,4","5","269",2
"DCPAEA2","D","partielle","avec",2,"11","9,2","116",2
"DCPAEA2","D","partielle","avec",2,"21,1","18,6","445",3
"DCPAEA2","D","partielle","avec",2,"35","16,4","1080",4
"DCPAEA2","D","partielle","avec",2,"17,5","16,3","392",3
"DCPAEA2","D","partielle","avec",2,"22,6","15","210",4
"DCPAEA2","D","partielle","avec",2,"17,4","16,12","196",4
"DCPAEA2","D","partielle","avec",2,"9,8","6,4","180",3
"DCPAEA2","D","partielle","avec",2,"14,2","13,4","117",4
"DCPAEA2","D","partielle","avec",2,"11,9","10,4","114",4
"DCPAEA2","D","partielle","avec",2,"13,7","12,5","205",4
"DCPAEA2","D","partielle","avec",2,"16,3","14","218",4
"DCPAEA2","D","partielle","avec",2,"14,4","11,2","109",4
"DCPAEA2","D","partielle","avec",2,"19,2","16,9","123",3
"DCPAEA2","D","partielle","avec",2,"11,9","3,4","612",3
"DCPAEA2","D","partielle","avec",2,"17,5","11,4","439",2
"DCPAEA2","D","partielle","avec",2,"15","11,9","340",4
"DCPAEA2","D","partielle","avec",2,"20,2","19,9","518",4
"DCPAEA2","D","partielle","avec",2,"9,2","7","265",2
"DCPAEA2","D","partielle","avec",2,"20,8","15,7","470",2
"DCPAEA2","D","partielle","avec",2,"14,6","16,1","470",4
"DCPAEA2","D","partielle","avec",2,"14,6","10,9","158",4
"DCPAEA2","D","partielle","avec",2,"9,2","9,1","260",2
"DCPAEA2","D","partielle","avec",2,"9,4","6,7","260",2
"DCPAEA2","D","partielle","avec",2,"19,8","13,9","410",2
"DCPAEA2","D","partielle","avec",2,"18,9","14,4","140",4
"DCPAEA2","D","partielle","avec",2,"14,1","12,1","265",2
"DCPAEA2","D","partielle","avec",2,"23,1","14,4","407",3
"DCPAEA2","D","partielle","avec",2,"14,8","12,5","320",4
"DCPAEA2","D","partielle","avec",2,"11,3","8,3","140",4
"DCPAEA2","D","partielle","avec",2,"19,1","11,7","404",3
"DCPAEA2","D","partielle","avec",2,"22,8","20,8","214",4
"DCPAEA2","D","partielle","avec",2,"26,2","21,6","246",4
"DCPAEA2","D","partielle","avec",2,"22,8","21,8","113",2
"DCPAEA2","D","partielle","avec",2,"22,7","20,8","137",3
"DCPAEA2","D","partielle","avec",2,"18,9","16,1","125",3
"DCPAEA2","D","partielle","avec",2,"25,5","25","407",3
"DCPAEA2","D","partielle","avec",2,"10,7","10,4","118",2
"DCPAEA2","D","partielle","avec",2,"12,6","10,8","165",2
"DCPAEA2","D","partielle","avec",2,"17,1","12,7","165",3
"DCPAEA2","D","partielle","avec",2,"12","9,1","238",3
"DCPAEA2","D","partielle","avec",2,"22,8","16,1","280",3
"DCPAEA2","D","partielle","avec",2,"19","15,4","415",3
"DCPAEA2","D","partielle","avec",2,"14,5","9,6","300",4
"DCPAEA2","D","partielle","avec",2,"15,2","13,3","216",4
"DCPAEA2","D","partielle","avec",2,"21,7","20,6","250",2
"DCPAEA2","D","partielle","avec",2,"12,8","11,9","120",2
"DCPAEA2","D","partielle","avec",2,"15,5","12,3","500",3
"DCPAEA2","D","partielle","avec",2,"18,4","7,9","500",2
"DCPAEA2","D","partielle","avec",2,"18,4","17,3","153",2
"DT3","D","temoin","temoin",3,"27,3","22,5","250",2
"DT3","D","temoin","temoin",3,"16,3","13,5","144",3
"DT3","D","temoin","temoin",3,"14,7","11,8","271",3
"DT3","D","temoin","temoin",3,"14,9","7,4","450",2
"DT3","D","temoin","temoin",3,"10,3","10,1","210",2
"DT3","D","temoin","temoin",3,"18,2","13,2","166",3
"DT3","D","temoin","temoin",3,"12,2","6,2","593",3
"DT3","D","temoin","temoin",3,"31,1","17,3","185",4
"DCPAEA1","D","partielle","avec",1,"9,4","9,2","153",4
"DCPAEA1","D","partielle","avec",1,"11,5","7,7","288",4
"DCPAEA1","D","partielle","avec",1,"21,7","13,6","260",4
"DCPAEA1","D","partielle","avec",1,"11,1","7,4","392",4
"DCPAEA1","D","partielle","avec",1,"45,2","36,9","748",2
"DCPAEA1","D","partielle","avec",1,"11,6","6,3","536",3
"DCPAEA1","D","partielle","avec",1,"10,3","9","153",3
"DCPAEA1","D","partielle","avec",1,"20,8","14,6","112",2
"DCPAEA1","D","partielle","avec",1,"11,6","11,3","106",1
"DCPAEA1","D","partielle","avec",1,"13,5","13","146",4
"DCPAEA1","D","partielle","avec",1,"19,2","14,2","230",3
"DCPAEA1","D","partielle","avec",1,"11,4","10,6","210",3
"DCPAEA1","D","partielle","avec",1,"16,5","13,9","155",2
"DCPAEA1","D","partielle","avec",1,"10,6","4,2","110",3
"DCPAEA1","D","partielle","avec",1,"16,5","10,3","100",2
"DCPAEA1","D","partielle","avec",1,"13,5","11,7","118",4
"DCPAEA1","D","partielle","avec",1,"33,6","21,8","105",3
"DCPAEA1","D","partielle","avec",1,"23,1","15","278",4
"DCPAEA1","D","partielle","avec",1,"43,5","39,8","150",4
"DCPAEA1","D","partielle","avec",1,"32,3","27,9","122",3
"DCPAEA1","D","partielle","avec",1,"12,2","8,4","494",2
"DCPAEA1","D","partielle","avec",1,"23,2","17,1","377",4
"DCPAEA1","D","partielle","avec",1,"19,4","3,6","680",3
"DCPAEA1","D","partielle","avec",1,"18,3","12,2","616",4
"DCPAEA1","D","partielle","avec",1,"9,1","7,4","113",4
"DCPAEA1","D","partielle","avec",1,"17,8","10,4","326",4
"DCPAEA1","D","partielle","avec",1,"20","7,9","365",4
"DCPAEA1","D","partielle","avec",1,"14,6","12,9","195",4
"DCPAEA1","D","partielle","avec",1,"15,8","13,2","108",4
"DCPAEA3","D","partielle","avec",3,"25,5","20,7","253",3
"DCPAEA3","D","partielle","avec",3,"31,5","18,2","548",4
"DCPAEA3","D","partielle","avec",3,"27,5","15,3","548",3
"DCPAEA3","D","partielle","avec",3,"15,3","8,7","338",4
"DCPAEA3","D","partielle","avec",3,"11,4","5,1","269",3
"DCPAEA3","D","partielle","avec",3,"9,6","8,2","472",2
"DCPAEA3","D","partielle","avec",3,"16,3","10,4","182",2
"DCPAEA3","D","partielle","avec",3,"11,9","7,5","124",4
"DCPAEA3","D","partielle","avec",3,"9,3","6,3","350",3
"DCPAEA3","D","partielle","avec",3,"13,6","5","433",3
"DCPAEA3","D","partielle","avec",3,"14,9","6,5","485",2
"DCPAEA3","D","partielle","avec",3,"9,2","5,9","440",3
"DCPAEA3","D","partielle","avec",3,"16,2","11,4","414",3
"DCPAEA3","D","partielle","avec",3,"10,2","5,4","493",4
"DCPAEA3","D","partielle","avec",3,"14","13,2","125",4
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
"","","","",NA,"","","",NA
