"site","ID","day","month","ext","order","family","Bloc","Coupe","Exclos","Analogue","ord.fam"
"DT1","col416",14,"aout",3,"Entomobryomorpha","Isotomidae","D","temoin","sans","temoin","Entomobryomorpha Isotomidae"
"DT1","col417",14,"aout",3,"Poduromorpha","Tullbergidae","D","temoin","sans","temoin","Poduromorpha Tullbergidae"
"DT1","col418",14,"aout",3,"Symphypleona","Neelidae","D","temoin","sans","temoin","Symphypleona Neelidae"
"DT1","col281",11,"juillet",3,"Entomobryomorpha","Isotomidae","D","temoin","sans","temoin","Entomobryomorpha Isotomidae"
"DT1","col420",14,"aout",3,"Symphypleona","Neelidae","D","temoin","sans","temoin","Symphypleona Neelidae"
"DT1","col092",16,"juin",6,"Poduromorpha","Hypogastruridae","D","temoin","sans","temoin","Poduromorpha Hypogastruridae"
"DT1","col439",14,"aout",6,"Symphypleona","Neelidae","D","temoin","sans","temoin","Symphypleona Neelidae"
"DT1","col421",14,"aout",3,"Symphypleona","Neelidae","D","temoin","sans","temoin","Symphypleona Neelidae"
"DT1","col423",14,"aout",3,"Entomobryomorpha","Isotomidae","D","temoin","sans","temoin","Entomobryomorpha Isotomidae"
"DT1","col419",14,"aout",3,"Symphypleona","Neelidae","D","temoin","sans","temoin","Symphypleona Neelidae"
"DT1","col441",14,"aout",6,"Poduromorpha","Hypogastruridae","D","temoin","sans","temoin","Poduromorpha Hypogastruridae"
"DT1","col083",23,"mai",3,"Poduromorpha","Hypogastruridae","D","temoin","sans","temoin","Poduromorpha Hypogastruridae"
"DT1","col438",14,"aout",6,"Symphypleona","Neelidae","D","temoin","sans","temoin","Symphypleona Neelidae"
"DT1","col084",23,"mai",3,"Entomobryomorpha","Isotomidae","D","temoin","sans","temoin","Entomobryomorpha Isotomidae"
"DT1","col422",14,"aout",3,"Symphypleona","Neelidae","D","temoin","sans","temoin","Symphypleona Neelidae"
"DT1","col085",23,"mai",3,"Entomobryomorpha","Isotomidae","D","temoin","sans","temoin","Entomobryomorpha Isotomidae"
"DT1","col082",23,"mai",3,"Poduromorpha","Hypogastruridae","D","temoin","sans","temoin","Poduromorpha Hypogastruridae"
"DT1","col424",14,"aout",3,"Entomobryomorpha","Isotomidae","D","temoin","sans","temoin","Entomobryomorpha Isotomidae"
"DT1","col440",14,"aout",6,"Poduromorpha","Onychiuridae","D","temoin","sans","temoin","Poduromorpha Onychiuridae"
"DT2","col406",14,"aout",6,"Entomobryomorpha","Isotomidae","D","temoin","sans","temoin","Entomobryomorpha Isotomidae"
"DT2","col169",16,"juin",6,"Poduromorpha","Hypogastruridae","D","temoin","sans","temoin","Poduromorpha Hypogastruridae"
"DT2","col165",16,"juin",6,"Poduromorpha","Hypogastruridae","D","temoin","sans","temoin","Poduromorpha Hypogastruridae"
"DT2","col401",11,"juillet",3,"Poduromorpha","Hypogastruridae","D","temoin","sans","temoin","Poduromorpha Hypogastruridae"
"DT2","col166",16,"juin",6,"Poduromorpha","Hypogastruridae","D","temoin","sans","temoin","Poduromorpha Hypogastruridae"
"DT2","col163",16,"juin",6,"Poduromorpha","Hypogastruridae","D","temoin","sans","temoin","Poduromorpha Hypogastruridae"
"DT2","col164",16,"juin",6,"Poduromorpha","Hypogastruridae","D","temoin","sans","temoin","Poduromorpha Hypogastruridae"
"DT2","col167",16,"juin",6,"Poduromorpha","Hypogastruridae","D","temoin","sans","temoin","Poduromorpha Hypogastruridae"
"DT2","col168",16,"juin",6,"Entomobryomorpha","Isotomidae","D","temoin","sans","temoin","Entomobryomorpha Isotomidae"
"DT2","col400",11,"juillet",3,"Entomobryomorpha","Isotomidae","D","temoin","sans","temoin","Entomobryomorpha Isotomidae"
"DT2","col466",14,"aout",3,"Entomobryomorpha","Entomobryidae","D","temoin","sans","temoin","Entomobryomorpha Entomobryidae"
"DT3","col411",14,"aout",6,"Entomobryomorpha","Isotomidae","D","temoin","sans","temoin","Entomobryomorpha Isotomidae"
"DT3","col471",14,"aout",3,"Poduromorpha","Tullbergidae","D","temoin","sans","temoin","Poduromorpha Tullbergidae"
"DT3","col022",23,"mai",3,"Entomobryomorpha","Isotomidae","D","temoin","sans","temoin","Entomobryomorpha Isotomidae"
"DT3","col161",16,"juin",6,"Entomobryomorpha","Isotomidae","D","temoin","sans","temoin","Entomobryomorpha Isotomidae"
"DT3","col472",14,"aout",3,"Entomobryomorpha","Isotomidae","D","temoin","sans","temoin","Entomobryomorpha Isotomidae"
"DT3","col469",14,"aout",3,"Entomobryomorpha","Isotomidae","D","temoin","sans","temoin","Entomobryomorpha Isotomidae"
"DT3","col470",14,"aout",3,"Entomobryomorpha","Isotomidae","D","temoin","sans","temoin","Entomobryomorpha Isotomidae"
"DT3","col410",14,"aout",6,"Entomobryomorpha","Isotomidae","D","temoin","sans","temoin","Entomobryomorpha Isotomidae"
"DT3","col409",14,"aout",6,"Entomobryomorpha","Isotomidae","D","temoin","sans","temoin","Entomobryomorpha Isotomidae"
"DT3","col473",14,"aout",3,"Entomobryomorpha","Isotomidae","D","temoin","sans","temoin","Entomobryomorpha Isotomidae"
"DT3","col467",14,"aout",3,"Entomobryomorpha","Isotomidae","D","temoin","sans","temoin","Entomobryomorpha Isotomidae"
"DT3","col468",14,"aout",3,"Symphypleona","Sminthurididae","D","temoin","sans","temoin","Symphypleona Sminthurididae"
